tipo,titulo,diretor,pais,categoria,continente
Movie,Pagpag: Nine Lives,Frasco Mortiz,Philippines,"Horror Movies, International Movies",Asia
Movie,Holidate,John Whitesell,United States,"Comedies, Romantic Movies",North America
Movie,Metallica Through The Never,Nimród Antal,United States,Music & Musicals,North America
Movie,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,Poland,"Horror Movies, International Movies",Europe
Movie,Sarah Cooper: Everything's Fine,Natasha Lyonne,United States,Comedies,North America
TV Show,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui",Taiwan,"International TV Shows, Romantic TV Shows, TV Mysteries",Asia
Movie,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,India,"Comedies, International Movies, Music & Musicals",Asia
Movie,Black '47,Lance Daly,"Ireland, Luxembourg, Belgium","Action & Adventure, Dramas, Independent Movies",Europe
Movie,I Am Woman,Unjoo Moon,Australia,"Dramas, Music & Musicals",Oceania
Movie,Alice Junior,Gil Baroni,Brazil,"Comedies, International Movies, LGBTQ Movies",South America
Movie,Over the Moon,Glen Keane,"China, United States","Children & Family Movies, Music & Musicals",Asia
Movie,Shattered Memories,Chris Sivertson,United States,"Dramas, Thrillers",North America
Movie,Cadaver,Jarand Herdal,Norway,"Horror Movies, International Movies",Europe
Movie,Exes Baggage,Dan Villegas,Philippines,"Dramas, International Movies, Romantic Movies",Asia
Movie,Fisherman's Friends,Chris Foggin,United Kingdom,"Comedies, Dramas, Music & Musicals",Europe
Movie,The Hows of Us,Cathy Garcia-Molina,Philippines,"Dramas, International Movies, Romantic Movies",Asia
Movie,The Hummingbird Project,Kim Nguyen,"Canada, Belgium","Dramas, Independent Movies",North America
Movie,"Yes, God, Yes",Karen Maine,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,"Canada, United Kingdom","Documentaries, International Movies",North America
Movie,Rebecca,Ben Wheatley,United Kingdom,"Dramas, Romantic Movies, Thrillers",Europe
Movie,The Magic School Bus Rides Again The Frizz Connection,Richard Weston,Canada,Children & Family Movies,North America
Movie,Tremors: Shrieker Island,Don Michael Paul,United States,"Action & Adventure, Horror Movies",North America
Movie,Beirut Oh Beirut,Maroun Baghdadi,Lebanon,"Classic Movies, Dramas, International Movies",Asia
Movie,Bosta,Philippe Aractingi,Lebanon,"Dramas, International Movies, Music & Musicals",Asia
Movie,Ghadi,Amin Dora,Lebanon,"Comedies, Dramas, International Movies",Asia
Movie,Heritages,Philippe Aractingi,"Lebanon, United Arab Emirates, France, Switzerland, Germany","Documentaries, International Movies",Asia
Movie,Listen,Philippe Aractingi,Lebanon,"Dramas, Independent Movies, International Movies",Asia
Movie,Out of Life,Maroun Baghdadi,"France, Belgium, Italy","Classic Movies, Dramas, Independent Movies",Europe
Movie,Panoptic,Rana Eid,Lebanon,"Documentaries, International Movies",Asia
Movie,Taxi Ballad,Daniel Joseph,"Lebanon, United States, United Arab Emirates","Dramas, International Movies",Asia
Movie,The Kite,Randa Chahal Sabbag,"Lebanon, France","Dramas, International Movies, Romantic Movies",Asia
Movie,The Little Wars,Maroun Baghdadi,"France, Lebanon","Dramas, Independent Movies, International Movies",Europe
Movie,Under the Bombs,Philippe Aractingi,"France, Lebanon, United Kingdom","Dramas, Independent Movies, International Movies",Europe
Movie,West Beirut,Ziad Doueiri,"France, Norway, Lebanon, Belgium","Dramas, International Movies",Europe
Movie,What Did I Mess,Shady Hanna,Lebanon,"Comedies, International Movies, Romantic Movies",Asia
Movie,Whispers,Maroun Baghdadi,"Lebanon, Canada, France","Documentaries, International Movies",Asia
Movie,Zozo,Josef Fares,"Sweden, Czech Republic, United Kingdom, Denmark, Netherlands","Dramas, International Movies",Europe
Movie,ParaNorman,"Sam Fell, Chris Butler",United States,"Children & Family Movies, Comedies",North America
Movie,I Am Vengeance: Retaliation,Ross Boyask,United Kingdom,Action & Adventure,Europe
Movie,Disconnect,"David 'Tosh' Gitonga, Michael Jones",Kenya,"Comedies, International Movies, Romantic Movies",Africa
Movie,In a Valley of Violence,Ti West,United States,Action & Adventure,North America
TV Show,Someone Has to Die,Manolo Caro,"Mexico, Spain","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",North America
Movie,The Trial of the Chicago 7,Aaron Sorkin,"United States, United Kingdom, India",Dramas,North America
Movie,Unfriended,Levan Gabriadze,"United States, Russia","Horror Movies, Thrillers",North America
Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,United States,Children & Family Movies,North America
Movie,Batman: The Killing Joke,Sam Liu,United States,Action & Adventure,North America
Movie,El-Khawaga's Dilemma,Peter Mimi,Egypt,"Action & Adventure, Comedies, International Movies",Africa
Movie,Kartini: Princess of Java,Hanung Bramantyo,"Indonesia, Netherlands","Dramas, International Movies",Asia
Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,Indonesia,"Dramas, International Movies, Romantic Movies",Asia
Movie,A Choo,"Kevin Ko, Peter Tsi",Taiwan,"Action & Adventure, International Movies, Romantic Movies",Asia
Movie,BLACKPINK: Light Up the Sky,Caroline Suh,United States,"Documentaries, Music & Musicals",North America
Movie,Fida,Ken Ghosh,India,"International Movies, Romantic Movies, Thrillers",Asia
Movie,Octonauts & the Great Barrier Reef,Blair Simmons,United Kingdom,Children & Family Movies,Europe
Movie,Dil,Indra Kumar,India,"Comedies, Dramas, International Movies",Asia
Movie,Disco Dancer,B. Subhash,India,"Cult Movies, Dramas, International Movies",Asia
Movie,Hunterrr,Harshavardhan Kulkarni,India,"Comedies, International Movies, Romantic Movies",Asia
Movie,Phir Hera Pheri,Neeraj Vora,India,"Comedies, International Movies",Asia
Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,India,"Dramas, International Movies",Asia
Movie,House of the Witch,Alex Merkin,United States,Horror Movies,North America
Movie,Ginny Weds Sunny,Puneet Khanna,India,"Comedies, International Movies, Romantic Movies",Asia
Movie,My Step Dad: The Hippie,Meltem Bozoflu,"Turkey, South Korea","Comedies, International Movies",Asia
Movie,The Forty-Year-Old Version,Radha Blank,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",France,"Documentaries, International Movies, Music & Musicals",Europe
Movie,Palermo Hollywood,Eduardo Pinto,Argentina,"Dramas, International Movies",South America
Movie,Hubie Halloween,Steve Brill,United States,"Comedies, Horror Movies",North America
TV Show,To the Lake,Pavel Kostomarov,Russia,"International TV Shows, TV Dramas, TV Mysteries",Europe
Movie,American Pie 9: Girls' Rules,Mike Elliott,United States,Comedies,North America
Movie,Dolly Parton: Here I Am,Francis Whately,United Kingdom,"Documentaries, Music & Musicals",Europe
Movie,StarBeam: Halloween Hero,Jon Izen,Canada,Children & Family Movies,North America
Movie,Walk Away from Love,Christopher Nolen,United States,"Dramas, Romantic Movies",North America
Movie,David Attenborough: A Life on Our Planet,"Alastair Fothergill, Jonnie Hughes, Keith Scholey","United States, United Kingdom",Documentaries,North America
Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,Canada,"Documentaries, LGBTQ Movies",North America
Movie,Good Game: The Beginning,Umut Aral,Turkey,"Dramas, International Movies, Sports Movies",Asia
Movie,A Chaster Marriage,Umut Kirca,Turkey,"Comedies, International Movies, Romantic Movies",Asia
Movie,Òlòtūré,Kenneth Gyang,Nigeria,"Dramas, International Movies",Africa
Movie,Serious Men,Sudhir Mishra,India,"Comedies, Dramas, International Movies",Asia
Movie,The Binding,Domenico de Feudis,Italy,"Horror Movies, International Movies, Thrillers",Europe
Movie,Turkish Dance School,Burak Aksak,Turkey,"Comedies, International Movies, Romantic Movies",Asia
Movie,Vampires vs. the Bronx,Oz Rodriguez,United States,"Comedies, Horror Movies",North America
Movie,You've Got This,Salvador Espinosa,Mexico,"Comedies, International Movies, Romantic Movies",North America
Movie,All Because of You,Adrian Teh,Malaysia,"Action & Adventure, Comedies, International Movies",Asia
Movie,An Ordinary Man,Brad Silberling,"Serbia, United States","Dramas, Thrillers",Europe
Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya",United States,"Documentaries, LGBTQ Movies",North America
Movie,Cold Harbour,Carey McKenzie,South Africa,"Action & Adventure, Dramas, International Movies",Africa
Movie,Free State of Jones,Gary Ross,United States,"Action & Adventure, Dramas",North America
Movie,Hunt for the Wilderpeople,Taika Waititi,New Zealand,"Action & Adventure, Comedies, Dramas",Oceania
Movie,Rize,David LaChapelle,"United States, United Kingdom","Documentaries, Music & Musicals",North America
Movie,The Book of Sun,Faris Godus,Saudi Arabia,"Comedies, Independent Movies, International Movies",Asia
Movie,The Outpost,Rod Lurie,"United States, Bulgaria","Action & Adventure, Dramas",North America
Movie,We Have Always Lived in the Castle,Stacie Passon,United States,"Dramas, Thrillers",North America
Movie,Baxu and the Giants,Florian Schott,Namibia,"Dramas, International Movies",Africa
Movie,Poacher,Tom Whitworth,"United Kingdom, Kenya","Dramas, International Movies, Thrillers",Europe
Movie,The Boys in the Band,Joe Mantello,United States,"Dramas, LGBTQ Movies",North America
Movie,Michelle Buteau: Welcome to Buteaupia,Page Hurwitz,United States,Stand-Up Comedy,North America
Movie,Welcome to Sudden Death,Dallas Jackson,United States,Action & Adventure,North America
Movie,Amandla! A Revolution in Four Part Harmony,Lee Hirsch,"South Africa, United States","Documentaries, International Movies, Music & Musicals",Africa
Movie,Ankhon Dekhi,Rajat Kapoor,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Dedh Ishqiya,Abhishek Chaubey,India,"Comedies, Dramas, International Movies",Asia
Movie,Golmaal Returns,Rohit Shetty,India,"Comedies, International Movies, Music & Musicals",Asia
Movie,Ishq Vishk,Ken Ghosh,India,"Comedies, International Movies, Music & Musicals",Asia
Movie,Ishqiya,Abhishek Chaubey,India,"Comedies, International Movies, Romantic Movies",Asia
Movie,Jab We Met,Imtiaz Ali,India,"Comedies, International Movies, Music & Musicals",Asia
Movie,Mann,Indra Kumar,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Manorama Six Feet Under,Navdeep Singh,India,"Dramas, International Movies, Thrillers",Asia
Movie,Welcome,Anees Bazmee,India,"Comedies, International Movies, Music & Musicals",Asia
Movie,Time Out,Rikhil Bahadur,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Real Steel,Shawn Levy,"United States, India","Action & Adventure, Sci-Fi & Fantasy, Sports Movies",North America
Movie,Enola Holmes,Harry Bradbeer,United Kingdom,"Action & Adventure, Children & Family Movies, Dramas",Europe
Movie,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",United States,Documentaries,North America
Movie,DTC Yukemuri Junjo Hen From High & Low,Norihisa Hiranuma,Japan,"Dramas, International Movies",Asia
Movie,High & Low The Movie,Shigeaki Kubo,Japan,"Action & Adventure, International Movies",Asia
Movie,High & Low The Movie 2 / End of Sky,"Shigeaki Kubo, Tsuyoshi Nakakuki",Japan,"Action & Adventure, International Movies",Asia
Movie,High & Low The Movie 3 / Final Mission,"Shigeaki Kubo, Tsuyoshi Nakakuki",Japan,"Action & Adventure, International Movies",Asia
Movie,High & Low The Red Rain,Yudai Yamaguchi,Japan,"Action & Adventure, International Movies",Asia
Movie,Road To High & Low,Shigeaki Kubo,Japan,"Action & Adventure, International Movies",Asia
Movie,The Blue Elephant 2,Marwan Hamed,Egypt,"Horror Movies, International Movies, Thrillers",Africa
Movie,Bhaji In Problem,Smeep Kang,India,"Comedies, International Movies",Asia
Movie,Black,Raja Chanda,India,"Action & Adventure, International Movies",Asia
Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Santa Banta Pvt Ltd,Akashdeep,India,"Comedies, International Movies",Asia
Movie,The Royal Bengal Tiger,Rajesh Ganguly,India,"Dramas, International Movies, Thrillers",Asia
Movie,Dolly Kitty Aur Woh Chamakte Sitare,Alankrita Shrivastava,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Whipped,Chandra Liow,Indonesia,"Comedies, International Movies, Romantic Movies",Asia
Movie,Anaamika,Sekhar Kammula,India,"International Movies, Thrillers",Asia
Movie,GIMS: On the Record,Florent Bodin,France,"Documentaries, International Movies, Music & Musicals",Europe
Movie,Horrid Henry's Gross Day Out,Gary Andrews,United Kingdom,"Children & Family Movies, Comedies",Europe
Movie,Residue,Merawi Gerima,United States,"Dramas, Independent Movies",North America
Movie,The Devil All The Time,Antonio Campos,United States,"Dramas, Thrillers",North America
Movie,The Paramedic,Carles Torras,Spain,"Dramas, International Movies, Thrillers",Europe
Movie,The Take,James Watkins,"United Kingdom, France, United States, Belgium, Luxembourg, China, Germany","Action & Adventure, International Movies",Europe
TV Show,Call the Midwife,Philippa Lowthorpe,United Kingdom,"British TV Shows, International TV Shows, TV Dramas",Europe
Movie,Michael McIntyre: Showman,Chris Howe,United Kingdom,Stand-Up Comedy,Europe
Movie,Raising Victor Vargas,Peter Sollett,"France, United States","Dramas, Independent Movies, Romantic Movies",Europe
Movie,The Smurfs 2,Raja Gosnell,"United States, France, Canada, Belgium","Children & Family Movies, Comedies",North America
Movie,Lara and the Beat,Tosin Coker,Nigeria,"Dramas, International Movies, Music & Musicals",Africa
Movie,Dad Wanted,Javier Colinas,Mexico,"Children & Family Movies, Comedies, Dramas",North America
Movie,How to Train Your Dragon 2,Dean DeBlois,United States,Children & Family Movies,North America
Movie,Pets United,Reinhard Klooss,"Germany, China, United Kingdom","Children & Family Movies, Comedies",Europe
Movie,Aapla Manus,Satish Rajwade,India,"Dramas, International Movies, Thrillers",Asia
Movie,Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,India,"Dramas, International Movies",Asia
Movie,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India,"Dramas, International Movies",Asia
Movie,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,India,"Dramas, International Movies",Asia
Movie,Cycle,Prakash Kunte,India,"Comedies, Dramas, International Movies",Asia
Movie,Dhh,Manish Saini,India,"Children & Family Movies, Dramas, International Movies",Asia
TV Show,Julie and the Phantoms,Kenny Ortega,United States,"Kids' TV, TV Comedies",North America
Movie,Kaagar,Makarand Mane,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Night of Knots,Hakan Algül,Turkey,"Comedies, International Movies, Romantic Movies",Asia
Movie,PhotoCopy,Vijay Maurya,India,"Comedies, Dramas, International Movies",Asia
Movie,Poshter Girl,Sameer Patil,India,"Comedies, Dramas, International Movies",Asia
Movie,Satria Heroes: Revenge of the Darkness,"Kenzo Maihara, Amandha Wyanto",Indonesia,Children & Family Movies,Asia
Movie,Son Of Adam,Ahmed Nader Galal,Egypt,"Dramas, International Movies, Thrillers",Africa
Movie,The Babysitter: Killer Queen,McG,United States,"Comedies, Horror Movies",North America
Movie,Cargo,Arati Kadav,India,"Comedies, Dramas, Independent Movies",Asia
Movie,Cuties,Maïmouna Doucouré,France,"Dramas, International Movies",Europe
